股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code
002666.SZ,德联集团,5.19,有机硅概念;创投;燃料电池;职业教育;储能;长安汽车概念;新能源汽车;比亚迪概念;核电;汽车热管理;小米汽车;特斯拉概念;金属回收,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,1.56555773,7.8754268E7,3093565.0,-1.5180265654648801,13,2598466551.51,1.5106E7,5053474.0,1959909.0,5.15,5.29,5.13,5.19,3.131115,33,002666
603233.SH,大参林,18.72,医药电商;医疗器械概念;DeepSeek概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-3.25581395,1.22117327E8,1280860.0,4.115684093437143,5,21319235814.24,6447039,5113478.0,3832618.0,19.15,19.33,18.68,18.72,3.359173,17,603233
002727.SZ,一心堂,12.68,医药电商;养老概念;三胎概念;跨境电商;医疗器械概念;西部大开发;职业教育;2025年报预增;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.54901961,8.68561872E7,248498.0,0.0,10,4982167373.44,6832498,4085293.0,3836795.0,12.8,12.83,12.59,12.68,1.882352,33,002727
301087.SZ,可孚医疗,53.02,医药电商;血氧仪;流感;重组蛋白;幽门螺杆菌概念;猴痘概念;医疗器械概念;智能医疗;合成生物;养老概念;脑机接口;跨境电商;专精特新;DeepSeek概念;阿里巴巴概念;高股息精选;腾讯概念;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.6185567,2.08072953E8,13267382.700000003,-0.9897292250233315,19,10285417135.4,3919238,41810470.7,28543088.0,53.9,54.49,52.18,53.02,4.329896,33,301087
002382.SZ,蓝帆医疗,7.43,医药电商;三胎概念;医疗器械概念;绿色电力;跨境电商;一带一路;人民币贬值受益;深股通;特斯拉概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.92043896,2.20331773E8,10851357.0,-0.933333333333337,10,7410520910.17,2.9492426E7,35122819.0,24271462.0,7.35,7.65,7.32,7.43,4.526748,33,002382
600272.SH,开开实业,12.64,医药电商;民营医院;参股银行;国企改革,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,3.0995106,6.461298E7,3366376.0,4.03292181069959,4,2022400000.0,5110000,5653568.0,2287192.0,12.38,12.85,12.36,12.64,3.996737,17,600272
002390.SZ,信邦制药,3.37,医药电商;流感;肝炎概念;民营医院;医美概念;基因测序;农业种植;冷链物流;养老概念;土地流转;医疗器械概念;乡村振兴;西部大开发;牙科医疗;创投;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.12121212,1.88456655E8,29334993.0,6.309148264984232,17,6496654520.83,5.6322208E7,53280635.0,23945642.0,3.31,3.4,3.26,3.37,4.242424,33,002390
002873.SZ,新天药业,10.1,医药电商;流感;肝炎概念;创新药;细胞免疫治疗;西部大开发,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,2.85132383,1.34159428E8,1484572.0,7.905982905982908,6,2420874534.8,1.336679E7,14718318.0,13233746.0,9.85,10.13,9.82,10.1,3.156822,33,002873
002737.SZ,葵花药业,13.88,医药电商;流感;肝炎概念;创新药;维生素;三胎概念;黑龙江自贸区;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.95419847,3.1589086E8,18854859.0,14.521452145214536,9,8105915836.0,2.2462339E7,34276039.0,15421180.0,13.92,14.4,13.74,13.88,5.038167,33,002737
600479.SH,千金药业,11.01,医药电商;流感;仿制药一致性评价;肝炎概念;创新药;农业种植;三胎概念;高股息精选;国企改革;数字经济;人工智能;DeepSeek概念;工业互联网,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.54200542,1.70370412E8,6985823.0,4.857142857142855,13,4607763358.17,1.5423156E7,11808568.0,4822745.0,10.93,11.17,10.93,11.01,2.168021,17,600479
002287.SZ,奇正藏药,22.74,医药电商;流感;创新药;阿尔茨海默概念;三胎概念;西部大开发;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.26315789,3.05949192E7,151073.0,-1.4304291287386295,8,12983298214.08,1343104,1116009.0,964936.0,22.75,22.95,22.65,22.74,1.315789,33,002287
600613.SH,神奇制药,5.88,医药电商;流感,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.17035775,6.5295139E7,1157337.0,1.9064124783362275,2,2818401470.64,1.1039E7,6954758.0,5797421.0,5.87,6,5.85,5.88,2.555366,17,600613
605266.SH,健之佳,20.06,医药电商;家庭医生;西部大开发;回购增持再贷款概念;职业教育,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.10887097,5.5713172E7,967972.0,6.8726691529035655,5,3100131135.68,2775922,1468436.0,500464.0,19.85,20.22,19.7,20.06,2.620967,17,605266
603939.SH,益丰药房,23.2,医药电商;家庭医生;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.98164746,2.06889883E8,20581.799999998882,-6.0728744939271255,4,28127502079.2,8849642,14080237.7,14059655.9,23.3,23.76,23.09,23.2,2.859581,17,603939
601607.SH,上海医药,17.09,医药电商;仿制药一致性评价;生物疫苗;创新药;上海国企改革;国企改革;医疗器械概念;沪股通;融资融券;上海自贸区,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.94506793,1.92526293E8,16027126.0,0.7071302298173306,10,47667556260.45,1.1285735E7,33699694.0,17672568.0,17,17.12,16.92,17.09,1.181334,17,601607
600129.SH,太极集团,15.56,医药电商;仿制药一致性评价;流感;维生素;肝炎概念;创新药;眼科医疗;医美概念;禽流感;减肥药;超级品牌;农业种植;养老概念;医疗器械概念;土地流转;乡村振兴;西部大开发;国企改革;央企国企改革;人工智能;AI智能体;2025年报预增;百度概念;阿里巴巴概念;股权转让(并购重组);沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0,1.28446457E8,4496572.0,-2.506265664160403,27,8580066958.6,8221847,14241939.0,9745367.0,15.45,15.85,15.43,15.56,2.699228,17,600129
600572.SH,康恩贝,4.48,医药电商;仿制药一致性评价;流感;创新药;毛发医疗;阿尔茨海默概念;维生素;幽门螺杆菌概念;眼科医疗;高股息精选;工业大麻;智能医疗;国企改革;AI应用;沪股通;融资融券;专精特新,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.22371365,2.2462414E8,2785673.0,-0.6651884700665047,17,11335526442.24,5.0244537E7,41804899.0,39019226.0,4.45,4.51,4.43,4.48,1.789709,17,600572
600422.SH,昆药集团,9.5,医药电商;仿制药一致性评价;创新药;农业种植;青蒿素;证金持股;工业大麻;乡村振兴;养老概念;国企改革;西部大开发;央企国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0,7.6396892E7,2752630.0,-14.259927797833935,14,7191269691.5,8033147,9295547.0,6542917.0,9.49,9.56,9.46,9.5,1.052631,17,600422
600976.SH,健民集团,31.69,医药电商;创新药;流感;三胎概念;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.09238452,3.2658663E7,1599116.0,-0.9996875976257319,6,4858032634.0,1026200,2470855.0,871739.0,32.2,32.2,31.61,31.69,1.841448,17,600976
600833.SH,第一医药,12.35,医药电商;宠物经济;上海国企改革;国企改革,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,4.21940928,1.40111466E8,3954601.51,8.048993875765529,4,2755116385.45,1.1281123E7,9417465.0,5462863.49,11.9,12.65,11.9,12.35,6.329113,17,600833
603768.SH,常青股份,11.87,一体化压铸;长安汽车概念;华为汽车;比亚迪概念;新能源汽车;锂电池概念;宁德时代概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.08431703,4.6318336E7,285582.0,8.799266727772677,7,2824536022.59,3888800,683184.0,397602.0,11.88,12.04,11.8,11.87,2.023608,17,603768
300124.SZ,汇川技术,68.6,一体化压铸;人形机器人;新型工业化;AI应用;小米汽车;工业母机;机器人概念;机器视觉;小米概念;人工智能;工业互联网;数字经济;新能源汽车;农机;DeepSeek概念;储能;换电概念;液冷服务器;同花顺漂亮100;碳中和;深股通;融资融券,中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深300;沪深AB股;沪深A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;科创创业50,1.49430389,3.84694089E9,73313090.0,4.989286807468611,22,165336719093.0,5.5779743E7,947823980.0,874510890.0,67.67,70.41,67.42,68.6,4.423731,33,300124
600081.SH,东风科技,11.29,一体化压铸;减速器;长安汽车概念;华为汽车;机器人概念;EDR概念;新能源汽车;比亚迪概念;无人驾驶;汽车热管理;传感器;智能座舱;汽车电子;氢能源;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),3.38827839,6.4979347E7,7498954.0,5.909943714821754,16,6243665459.3,5746641,8348735.0,849781.0,11.07,11.43,11.01,11.29,3.846153,17,600081
002547.SZ,*ST春兴,3.02,一体化压铸;减速器;比亚迪概念;机器人概念;新能源汽车;特斯拉概念;华为手机;5G;军工;光伏概念;储能;绿色电力;ST板块,*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,-5.03144654,2.7315296E7,11772564.0,-3.514376996805108,13,3336517641.32,9044800,11772564.0,0.0,3.02,3.02,3.02,3.02,0,33,002547
002101.SZ,广东鸿图,10.01,一体化压铸;横琴新区;华为汽车;飞行汽车(eVTOL);农机;创投;新能源汽车;特斯拉概念;比亚迪概念;低空经济;粤港澳大湾区;无人机;华为概念;宁德时代概念;汽车电子;国企改革;5G;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.3006012,4.43332064E7,1033541.0,-1.184600197433376,19,6628744111.99,4434771,4620102.0,3586561.0,9.96,10.05,9.95,10.01,1.002004,33,002101
002950.SZ,奥美医疗,13.77,医美概念;三胎概念;医药电商;医疗器械概念;回购增持再贷款概念;人民币贬值受益;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.28964518,1.97649132E8,294615.0,-2.4787535410764847,7,5915884681.35,1.4259041E7,15830493.0,15535878.0,13.69,14.17,13.68,13.77,3.548153,33,002950
301507.SZ,民生健康,14.76,医美概念;毛发医疗;维生素;医药电商;医疗器械概念;共同富裕示范区;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.75085324,4.796101E7,198934.0,4.829545454545452,8,1624660624.08,3249400,2025343.0,1826409.0,14.64,14.86,14.61,14.76,1.706484,33,301507
603222.SH,济民健康,9.8,医美概念;创新药;幽门螺杆菌概念;民营医院;细胞免疫治疗;医疗器械概念;回购增持再贷款概念;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,2.51046025,2.3844678E8,11690542.2,-1.109989909182638,8,5145888027.0,2.4071978E7,31522162.2,19831620.0,9.64,10.24,9.55,9.8,7.217573,17,603222
688338.SH,赛科希德,30.08,医疗器械概念;专精特新;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,-0.56198347,3.2005235E7,301139.42999999993,0.6693440428380164,3,3192763392.0,1066817,2205088.29,1903948.86,30.25,30.39,29.79,30.08,1.983471,17,688338
688016.SH,心脉医疗,102.32,医疗器械概念;专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,3.25966293,3.24877256E8,28876240.0,2.1157684630738425,4,12612179811.44,3165168,83326456.0,54450216.0,103,103.37,101.61,102.32,1.776163,17,688016
688013.SH,天臣医疗,36.21,医疗器械概念;智能医疗;专精特新;2025年报预增;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,-2.71359484,5.6991359E7,2067076.7300000002,-2.896218825422361,5,2938644276.0,1567225,3066325.2,999248.47,37.07,37.08,35.9,36.21,3.170338,17,688013
688329.SH,艾隆科技,24.07,医疗器械概念;智能医疗;人工智能;DeepSeek概念;专精特新;低空经济;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,3.30472103,4.9865862E7,2933871.9699999997,15.002388915432396,7,1858204000.0,2091536,4394382.6,1460510.63,23.42,24.08,23.18,24.07,3.86266,17,688329
301370.SZ,国科恒泰,10.47,医疗器械概念;智能物流;国企改革;DRG/DIP;数据要素;财税数字化;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.57636888,3.5450726E7,4744880.0,3.1527093596059137,8,3389647433.67,3397400,6458862.0,1713982.0,10.41,10.51,10.32,10.47,1.825168,33,301370
002614.SZ,奥佳华,5.76,医疗器械概念;养老概念;跨境电商;网红经济;智能家居;家用电器;鸿蒙概念;人民币贬值受益;IP经济(谷子经济);人工智能;血氧仪;海峡两岸;DeepSeek概念;机器人概念;华为概念;福建自贸区;人形机器人,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.17391304,9.85294818E7,471772.0,-4.15973377703827,17,2541691359.36,1.7079913E7,5952336.0,5480564.0,5.76,5.83,5.67,5.76,2.782608,33,002614
688613.SH,奥精医疗,20.6,医疗器械概念;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,4.30379747,9.5097879E7,814968.8000000007,4.356636271529904,2,2822376830.4,4695872,9786180.5,8971211.7,19.72,20.73,19.53,20.6,6.075949,17,688613
603301.SH,振德医疗,92.3,医疗器械概念;人民币贬值受益;医药电商;跨境电商;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),2.54416176,1.87443533E8,7606523.0,0.5775307834804415,6,24355775567.5,2037858,25284624.0,17678101.0,90.2,92.82,89.49,92.3,3.699588,17,603301
605369.SH,拱东医疗,19.7,医疗器械概念;人民币贬值受益;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,3.46638655,1.18787804E8,14588550.200000001,11.236589497459052,3,4343711095.3,6003201,18276718.1,3688167.9,19.5,20.3,19.35,19.7,4.989495,17,605369
688217.SH,睿昂基因,29.52,医疗器械概念;人工智能;基因测序;数据要素;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,2.03940546,3.3617836E7,2650640.15,6.263498920086387,5,1648866049.92,1146109,2888596.46,237956.31,28.79,29.8,28.72,29.52,3.733148,17,688217
301367.SZ,瑞迈特,66.33,医疗器械概念;京津冀一体化;人民币贬值受益;机器人概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-1.38269402,5.46996422E7,271425.5,-8.219178082191778,6,4656270418.47,820742,6681357.5,6409932.0,67,67.66,66.21,66.33,2.155813,33,301367
003023.SZ,彩虹集团,30.3,医疗器械概念;家用电器;三胎概念;宠物经济;露营经济;跨境电商;智能家居;西部大开发;消毒剂,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,2.57278267,1.22112785E8,5584385.0,-2.446877012234379,9,3185145514.2,4025230,13168970.0,7584585.0,29.54,31.18,29.21,30.3,6.668923,33,003023
688029.SH,南微医学,85.02,医疗器械概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.38325781,2.25750123E8,3347895.1000000015,13.815261044176697,3,15970787818.44,2674048,21283663.5,17935768.4,83.44,85.49,82.79,85.02,3.219651,17,688029
301188.SZ,力诺药包,26.85,医疗器械概念;回购增持再贷款概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,4.47470817,7.49483717E8,34973827.0,1.0918674698795283,3,7183358112.75,2.8976073E7,122814736.0,87840909.0,25.08,27.28,24.03,26.85,12.645914,33,301188
300412.SZ,迦南科技,5.33,医疗器械概念;共同富裕示范区;智能医疗;合成生物;CRO概念;智能物流;人工智能;数字孪生;创新药;光伏建筑一体化;机器人概念;专精特新;新型工业化;啤酒概念;光刻胶,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.52380952,4.7061146E7,1166777.0,0.3766478342749617,15,2493702573.18,8879990,4265696.0,3098919.0,5.25,5.34,5.23,5.33,2.095238,33,300412
688468.SH,科美诊断,7.49,医疗器械概念;阿尔茨海默概念;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,1.07962213,3.0414125E7,872808.8,4.027777777777778,3,3004298920.0,4081588,2249891.5,1377082.7,7.36,7.51,7.35,7.49,2.159244,17,688468
688108.SH,赛诺医疗,21.44,医疗器械概念;2025年报预增;专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,2.0952381,2.78308612E8,25131112.8,1.6595542911332453,5,8960890880.0,1.3106053E7,56039542.0,30908429.2,20.88,21.6,20.81,21.44,3.761904,17,688108
603880.SH,南卫股份,7.45,医疗器械概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,4.78199719,8.2656518E7,3563830.3400000003,18.25396825396826,1,2153362900.0,1.124212E7,4232937.4,669107.06,7.05,7.48,7.05,7.45,6.047819,17,603880
603177.SH,德创环保,12.09,医疗废物处理;碳中和;固废处理;燃料电池;氢能源;一带一路;超超临界发电;充电桩;钠离子电池,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,2.89361702,9.5629053E7,2509489.0,4.224137931034485,9,2468681280.0,7972300,3743309.0,1233820.0,11.39,12.18,11.39,12.09,6.723404,17,603177
300385.SZ,ST雪浪,16.21,医疗废物处理;固废处理;ST板块;国企改革;专精特新,ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司;风险警示板,7.4933687,3.23688225E8,37997521.0,8.066666666666672,5,4711641280.93,2.0239356E7,99019336.0,61021815.0,15.18,16.5,15.18,16.21,8.753315,33,300385
002017.SZ,东信和平,18.93,移动支付;数字货币;电子身份证;跨境支付(CIPS);区块链;Web3.0;信创;车联网(车路协同);网络安全;数据安全;物联网;安防;华为概念;工业互联网;低空经济;量子科技;卫星导航;横琴新区;粤港澳大湾区;消费电子概念;无人机;5G;中俄贸易概念;一带一路;国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.53106745,1.27038567E8,1223491.0,-0.1055408970976231,27,10981025746.26,6729715,6896139.0,5672648.0,18.76,18.96,18.71,18.93,1.327668,33,002017
600271.SH,航天信息,8.41,移动支付;ERP概念;电子身份证;智慧城市;数字经济;人工智能;数据要素;ETC;物联网;网络安全;AI应用;人脸识别;信创;智慧政务;职业教育;数字货币;蚂蚁集团概念;AI智能体;区块链;DeepSeek概念;智能物流;财税数字化;互联网金融;ChatGPT概念;海峡两岸;腾讯概念;食品安全;芯片概念;数据中心;MCU芯片;央企国企改革;国企改革;液冷服务器;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.81598063,1.94197627E8,2139063.1999999993,-0.23724792408065923,35,15582759805.58,2.3042549E7,32910662.2,30771599.0,8.24,8.51,8.23,8.41,3.38983,17,600271
300479.SZ,神思电子,17.31,移动支付;电子身份证;数字货币;数据要素;智慧政务;语音技术;数字经济;智慧城市;百度概念;国产操作系统;AIGC概念;AI应用;华为鲲鹏;车联网(车路协同);信创;网络安全;人脸识别;财税数字化;AI智能体;云计算;人工智能;独角兽概念;机器视觉;ChatGPT概念;安防;低空经济;智慧灯杆;DeepSeek概念;工业互联网;华为概念;华为昇腾;东数西算(算力);机器人概念;无人机;高铁;专精特新;智能医疗;5G;国企改革;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.22807018,7.80738452E7,3734153.5999999996,-8.315677966101696,40,3408829998.15,4497274,11562344.6,7828191.0,17.19,17.71,16.99,17.31,4.210526,33,300479
600984.SH,建设机械,4.16,一带一路;西部大开发;国企改革,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,2.71604938,9.372806E7,9061204.0,1.960784313725492,3,5229302728.0,2.276877E7,19724413.0,10663209.0,4.04,4.17,4.01,4.16,3.950617,17,600984
603665.SH,康隆达,28.4,一带一路;人民币贬值受益;医疗器械概念;锂电池概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,2.60115607,9.3373034E7,789509.0,8.025865348041078,4,4548762878.8,3356696,8682611.0,7893102.0,27.47,28.48,27.31,28.4,4.226878,17,603665
000582.SZ,北部湾港,11.56,一带一路;国企改革;回购增持再贷款概念;乡村振兴;西部大开发;统一大市场;自由贸易港;DeepSeek概念;冷链物流;航运概念;华为概念;区块链;人工智能;机器人概念;安防;星闪概念;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.30088496,5.26675553E8,23495779.0,5.474452554744522,18,24933165457.88,4.6057715E7,92532554.0,69036775.0,11.35,11.63,11.24,11.56,3.451327,33,000582
000672.SZ,上峰水泥,14.0,一带一路;创投;水泥概念;储能;西部大开发;高股息精选;绿色电力;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,6.14101592,3.97235591E8,12513918.0,4.555638536221056,9,13571536300.0,2.9302087E7,66437267.0,53923349.0,13.4,14.15,13.03,14.0,8.491281,33,000672
